Start Year,Month,Day,Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year Uncertainty,Start Day Modifier,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
1969,10,29,273070,Taal,16857,Confirmed Eruption,SW flank (near Mt. Tabaro),2.0,,,,,,Historical Observations,,1969.0,,12.0,,10.0,,14.002,120.993
1969,9,29,252010,Langila,14994,Confirmed Eruption,Crater 2 or 3,2.0,,,,,,Historical Observations,,1969.0,,9.0,,29.0,,-5.525,148.42
1969,10,10,272020,Kanlaon,16732,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1969.0,,10.0,,29.0,,10.412,123.132
1969,10,28,255060,Kavachi,15160,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1970.0,,2.0,,6.0,,-8.991,157.97899999999998
1969,11,27,266100,Lokon-Empung,16452,Confirmed Eruption,Tompaluan,2.0,,,,,,Historical Observations,,1970.0,,12.0,,26.0,5.0,1.358,124.792
1969,12,1,284120,Ioto,18411,Confirmed Eruption,,1.0,,,,,30.0,Historical Observations,,1969.0,,12.0,,1.0,30.0,24.750999999999998,141.289
1969,12,19,344070,"Negro, Cerro",10963,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1969.0,,12.0,,29.0,,12.505999999999998,-86.70200000000001
1969,7,2,261170,Kerinci,15519,Confirmed Eruption,,2.0,,,,,182.0,Historical Observations,,1970.0,,7.0,,2.0,182.0,-1.6969999999999998,101.264
1969,9,22,257020,Gaua,15223,Confirmed Eruption,Mt. Garat,2.0,,,,,,Historical Observations,,,,,,,,-14.27,167.5
1969,7,2,262000,Krakatau,15609,Uncertain Eruption,Anak Krakatau,2.0,?,,,,182.0,,,,,,,,,-6.102,105.42299999999999
1969,6,22,241100,Ruapehu,14636,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1969.0,,6.0,,23.0,,-39.28,175.57
1969,2,16,290380,Ebeko,18872,Confirmed Eruption,Northern crater,1.0,,,,,15.0,Historical Observations,,1969.0,,2.0,?,16.0,15.0,50.68600000000001,156.014
1969,1,12,284120,Ioto,18410,Confirmed Eruption,West side (Asodai),1.0,,,,?,,Historical Observations,,1969.0,,1.0,?,21.0,,24.750999999999998,141.289
1969,6,23,263180,Slamet,13403,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1969.0,,8.0,,16.0,15.0,-7.242000000000001,109.208
1969,1,19,284010,Izu-Oshima,18237,Confirmed Eruption,Mihara-yama,1.0,,,,,,Historical Observations,,1969.0,,7.0,,16.0,15.0,34.724000000000004,139.394
1969,1,21,241080,Tongariro,14600,Confirmed Eruption,Ngauruhoe,2.0,,,,,,Historical Observations,,,,,,,,-39.157,175.632
1969,1,27,264110,Iya,16259,Confirmed Eruption,Crater II (upper SW flank),3.0,,,,,,Historical Observations,,1969.0,,1.0,,30.0,,-8.897,121.645
1969,2,11,344040,Telica,10927,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1971.0,,12.0,>,16.0,15.0,12.606,-86.84
1969,2,21,390030,Deception Island,13194,Confirmed Eruption,West side of Mount Pond,3.0,,,,,,Historical Observations,,1969.0,,3.0,,16.0,15.0,-63.001000000000005,-60.652
1969,2,27,264100,Ebulobo,13704,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,,,,,,,-8.817,121.191
1969,2,22,332010,Kilauea,10104,Confirmed Eruption,East rift zone (885-945 m),0.0,,,,,,Historical Observations,,1969.0,,2.0,,28.0,,19.421,-155.287
1969,3,21,274020,Didicas,16877,Confirmed Eruption,North side,2.0,,,,,,Historical Observations,,1969.0,,6.0,,16.0,15.0,19.077,122.20200000000001
1969,4,22,333030,Moua Pihaa,10305,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1969.0,,4.0,,29.0,,-18.325,-148.525
1969,4,22,345020,Rincon de la Vieja,11097,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1969.0,,5.0,,16.0,15.0,10.83,-85.324
1969,5,3,345040,Poas,11171,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1969.0,,6.0,,3.0,,10.2,-84.23299999999999
1969,5,16,355100,Lascar,11860,Confirmed Eruption,,1.0,,,,,,Historical Observations,,,,,,,,-23.37,-67.73
1969,5,24,332010,Kilauea,10105,Confirmed Eruption,"East rift zone (Mauna Ulu, 960 m)",0.0,,,,,,Historical Observations,,1974.0,,7.0,,22.0,,19.421,-155.287
1969,6,16,354020,Ubinas,11790,Confirmed Eruption,,2.0,?,,,,15.0,Historical Observations,,,,,,,,-16.355,-70.903
1969,3,11,284142,Supply Reef,18475,Confirmed Eruption,"NW of Supply Reef (20.24 N, 145.02 E)",0.0,,,,,,Hydrophonic,,1969.0,,3.0,,13.0,,20.13,145.1
1970,7,2,261120,Sorikmarapi,15413,Confirmed Eruption,,2.0,,,,,182.0,Historical Observations,,,,,,,,0.6859999999999999,99.539
1970,7,2,371020,Reykjanes,19918,Uncertain Eruption,Reykjaneshryggur (Eldeyjarbodi),0.0,,?,,,182.0,,,,,,,,,63.85,-22.566
1970,7,2,264180,Lewotobi,16295,Confirmed Eruption,Lewotobi Lakilaki,2.0,,,,,182.0,Historical Observations,,,,,,,,-8.542,122.775
1970,7,2,290070,Etorofu-Yakeyama [Grozny Group],18751,Confirmed Eruption,Ivan Grozny,1.0,,,,,182.0,Historical Observations,,,,,,,,45.012,147.871
1970,7,2,241130,Rumble III,14673,Confirmed Eruption,,0.0,,,,,182.0,Hydrophonic,,,,,,,,-35.745,178.47799999999998
1970,7,16,345040,Poas,11172,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,,,,,,,10.2,-84.23299999999999
1970,7,2,264270,Sirung,16364,Confirmed Eruption,,2.0,?,,,,182.0,Historical Observations,,,,,,,,-8.508,124.13
1970,7,26,261140,Marapi,15466,Confirmed Eruption,"Bungo, Bongsu, Tuo, B and C Craters",2.0,,,,,5.0,Historical Observations,,1971.0,,8.0,,20.0,,-0.38,100.47399999999999
1970,11,27,267020,Karangetang,16526,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1971.0,,3.0,,16.0,15.0,2.781,125.40700000000001
1970,8,14,345020,Rincon de la Vieja,11098,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1970.0,,8.0,,15.0,,10.83,-85.324
1970,9,12,257070,Kuwae,15343,Uncertain Eruption,Karua,0.0,,,,,,,,1970.0,,9.0,,20.0,,-16.829,168.53599999999997
1970,9,16,241100,Ruapehu,14637,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1970.0,,9.0,,17.0,,-39.28,175.57
1970,9,16,300240,Tolbachik,19321,Confirmed Eruption,,2.0,,,,,15.0,Historical Observations,,1970.0,,12.0,,1.0,30.0,55.832,160.326
1970,9,18,376010,Jan Mayen,12970,Confirmed Eruption,"Beerenberg (NE & SW flanks, summit)",3.0,,,,,,Historical Observations,?,1972.0,,7.0,,2.0,182.0,71.082,-8.155
1970,9,18,283230,Akita-Komagatake,18053,Confirmed Eruption,Me-dake,2.0,,,,,,Historical Observations,,1971.0,,1.0,,26.0,,39.760999999999996,140.799
1970,11,9,273070,Taal,16858,Confirmed Eruption,SW flank (near Mt. Tabaro),1.0,,,,,,Historical Observations,,1970.0,,11.0,,13.0,,14.002,120.993
1970,8,12,390030,Deception Island,13195,Confirmed Eruption,NE of Telefon Bay,3.0,,,,,,Historical Observations,,,,,,,,-63.001000000000005,-60.652
1970,7,2,284210,Esmeralda Bank,18542,Uncertain Eruption,,0.0,,,1.0,,182.0,,,,,,,,,15.0,145.25
1970,1,5,264010,Batur,16198,Confirmed Eruption,SW flank (1963 vent),1.0,,,,,4.0,Historical Observations,,1970.0,,1.0,,15.0,,-8.242,115.375
1970,6,30,241040,White Island,14483,Confirmed Eruption,Rudolf vent,2.0,,,,,30.0,Historical Observations,,,,,,,,-37.52,177.18
1970,6,30,284010,Izu-Oshima,18239,Confirmed Eruption,Mihara-yama,1.0,,,,,,Historical Observations,,1970.0,,11.0,,12.0,,34.724000000000004,139.394
1970,1,3,243030,Unnamed,14743,Uncertain Eruption,,0.0,,,,,,Historical Observations,,1970.0,,1.0,,3.0,,-20.851999999999997,-175.55
1970,1,15,252120,Ulawun,15051,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1970.0,,2.0,,11.0,,-5.05,151.33
1970,1,16,300240,Tolbachik,19320,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1970.0,,4.0,,16.0,15.0,55.832,160.326
1970,1,26,284010,Izu-Oshima,18238,Confirmed Eruption,Mihara-yama,1.0,,,,,,Historical Observations,,1970.0,,1.0,,31.0,,34.724000000000004,139.394
1970,2,16,290120,Kolokol Group,18773,Confirmed Eruption,Berg,3.0,,,,,15.0,Historical Observations,,1970.0,,3.0,,16.0,15.0,46.042,150.083
1970,2,16,266030,Soputan,13598,Confirmed Eruption,,2.0,,,,,15.0,Historical Observations,,1970.0,,5.0,,26.0,5.0,1.112,124.73700000000001
1970,3,30,343100,San Miguel,10861,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1970.0,,4.0,,5.0,,13.434000000000001,-88.26899999999999
1970,1,29,284070,Myojinsho,18323,Confirmed Eruption,Myojinsho,2.0,,,,,,Historical Observations,,1970.0,,6.0,,16.0,15.0,31.888,139.918
1970,5,5,372070,Hekla,12750,Confirmed Eruption,"Sudurgigar, Hlidargigar, Oldugigar",3.0,,,,,,Historical Observations,,1970.0,,7.0,,5.0,,63.983000000000004,-19.666
1970,5,9,257050,Lopevi,15308,Confirmed Eruption,"Summit, NW and east flanks",2.0,,,,,,Historical Observations,,1972.0,,8.0,,7.0,,-16.507,168.34599999999998
1970,5,11,300130,Karymsky,19184,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1982.0,,10.0,,11.0,,54.049,159.44299999999998
1970,5,20,252010,Langila,14995,Confirmed Eruption,Crater 2,2.0,,,,,,Historical Observations,,1970.0,,9.0,,22.0,,-5.525,148.42
1970,5,21,255020,Bagana,15137,Confirmed Eruption,,2.0,,,,,15.0,Historical Observations,,1971.0,,8.0,>,16.0,15.0,-6.1370000000000005,155.196
1970,5,26,300260,Klyuchevskoy,19456,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1970.0,,12.0,,27.0,,56.056000000000004,160.642
1970,6,5,272020,Kanlaon,16733,Confirmed Eruption,,1.0,?,,,,,Historical Observations,,1970.0,,8.0,,24.0,,10.412,123.132
1970,4,21,282110,Asosan,17335,Confirmed Eruption,Naka-dake,2.0,,,,,,Historical Observations,,1972.0,,9.0,,16.0,15.0,32.884,131.10399999999998
1970,6,21,333030,Moua Pihaa,10306,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1970.0,,6.0,,23.0,,-18.325,-148.525
1971,9,14,263340,Raung,16139,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1971.0,,9.0,,14.0,,-8.119,114.056
1971,9,6,256010,Tinakula,15201,Confirmed Eruption,Upper and lower NW flanks,2.0,,,,,,Historical Observations,,1971.0,,12.0,,11.0,,-10.386,165.804
1971,9,6,333020,Rocard,10256,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,,,,,,,-17.662,-148.586
1971,7,19,241040,White Island,14485,Confirmed Eruption,South of Rudolf (1971 crater),2.0,,,,,,Historical Observations,,1971.0,,7.0,,20.0,,-37.52,177.18
1971,8,12,358057,"Hudson, Cerro",12298,Confirmed Eruption,NW part of caldera,3.0,,,,,,Historical Observations,,1971.0,,9.0,>,18.0,,-45.9,-72.97
1971,8,5,282090,Kirishimayama,17160,Confirmed Eruption,"North foot, near Tearai hot springs",1.0,,,,,,Historical Observations,,1971.0,,8.0,,5.0,,31.934,130.862
1971,9,14,342090,Fuego,10725,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1971.0,,9.0,,15.0,,14.472999999999999,-90.88
1971,8,14,332010,Kilauea,10106,Confirmed Eruption,Kilauea Caldera,0.0,,,,,,Historical Observations,,1971.0,,8.0,,14.0,,19.421,-155.287
1971,9,17,332000,Loihi,20728,Uncertain Eruption,,0.0,,,,,,,,1972.0,,9.0,,16.0,15.0,18.92,-155.27
1971,12,1,357110,Llaima,12064,Confirmed Eruption,,2.0,,,,,30.0,Historical Observations,,1972.0,,3.0,,12.0,,-38.692,-71.729
1971,9,24,332010,Kilauea,10107,Confirmed Eruption,Halemaumau and upper SW rift zone,0.0,,,,,,Historical Observations,,1971.0,,9.0,,29.0,,19.421,-155.287
1971,10,4,360150,Soufriere St. Vincent,12454,Confirmed Eruption,,0.0,,,,,6.0,Historical Observations,,1972.0,,3.0,,20.0,,13.33,-61.18
1971,10,7,313010,Augustine,20271,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1971.0,,10.0,,8.0,,59.363,-153.43
1971,10,26,383010,La Palma,13058,Confirmed Eruption,Teneguia,2.0,,,,,,Historical Observations,,1971.0,,11.0,,18.0,,28.57,-17.83
1971,10,28,257060,Epi,15329,Uncertain Eruption,,0.0,,,,,,,,1971.0,,11.0,?,15.0,,-16.68,168.37
1971,10,29,357120,Villarrica,12165,Confirmed Eruption,"Summit, NE and SW flanks",2.0,,,,,,Historical Observations,,1972.0,,2.0,,21.0,,-39.42,-71.93
1971,10,29,263210,Sundoro,15804,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1971.0,,11.0,,9.0,,-7.3,109.992
1971,7,16,312110,Chiginagak,20198,Confirmed Eruption,,2.0,?,,,,15.0,Historical Observations,,1971.0,,7.0,,16.0,15.0,57.135,-156.99
1971,9,19,211060,Etna,13799,Confirmed Eruption,Central Crater,2.0,,,,,,Historical Observations,,1979.0,,3.0,?,16.0,15.0,37.748000000000005,14.999
1971,7,2,290380,Ebeko,18873,Uncertain Eruption,Northern crater,1.0,,,,,182.0,,,,,,,,,50.68600000000001,156.014
1971,11,16,300260,Klyuchevskoy,19458,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1973.0,,12.0,,16.0,15.0,56.056000000000004,160.642
1971,6,16,264110,Iya,16260,Uncertain Eruption,,1.0,,,,,15.0,,,1971.0,,6.0,,16.0,15.0,-8.897,121.645
1971,6,16,300260,Klyuchevskoy,19457,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1971.0,,7.0,,16.0,15.0,56.056000000000004,160.642
1971,1,16,263250,Merapi,15915,Uncertain Eruption,,1.0,?,,,,15.0,,,1971.0,,7.0,,26.0,,-7.54,110.446
1971,1,26,252010,Langila,14996,Confirmed Eruption,Crater 2,2.0,,,,,5.0,Historical Observations,,1972.0,,7.0,,5.0,4.0,-5.525,148.42
1971,2,3,344070,"Negro, Cerro",10964,Confirmed Eruption,Summit and east flank,3.0,,,,,,Historical Observations,,1971.0,,2.0,,14.0,,12.505999999999998,-86.70200000000001
1971,2,3,257040,Ambrym,15275,Confirmed Eruption,"Marum, Benbow",2.0,,,,,,Historical Observations,,1971.0,,11.0,,5.0,,-16.25,168.12
1971,2,22,257070,Kuwae,15344,Confirmed Eruption,Karua,2.0,,,,,,Historical Observations,,1971.0,,2.0,,22.0,,-16.829,168.53599999999997
1971,3,11,264010,Batur,16199,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1971.0,,8.0,>,25.0,,-8.242,115.375
1971,3,16,300250,Bezymianny,19349,Confirmed Eruption,,3.0,,,,,15.0,Historical Observations,,1974.0,,12.0,>,16.0,15.0,55.972,160.595
1971,3,18,284070,Myojinsho,18324,Uncertain Eruption,,0.0,,,,,,,,,,,,,,31.888,139.918
1971,1,16,264180,Lewotobi,16296,Confirmed Eruption,Lewotobi Lakilaki,2.0,,,,,15.0,Historical Observations,,,,,,,,-8.542,122.775
1971,4,3,241100,Ruapehu,14638,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1971.0,,11.0,,1.0,,-39.28,175.57
1971,4,5,284010,Izu-Oshima,18240,Confirmed Eruption,Mihara-yama,1.0,,,,,,Historical Observations,,1971.0,,4.0,,5.0,,34.724000000000004,139.394
1971,4,5,211060,Etna,13798,Confirmed Eruption,"SE flank (3050 m), E flank (2880-1800 m)",2.0,,,,,,Historical Observations,,1971.0,,6.0,,12.0,,37.748000000000005,14.999
1971,4,9,241040,White Island,14484,Confirmed Eruption,Noisy Nellie Crater,2.0,,,,,3.0,Historical Observations,,,,,,,,-37.52,177.18
1971,5,3,344020,San Cristobal,10880,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1971.0,,7.0,,5.0,4.0,12.702,-87.00399999999999
1971,5,11,266100,Lokon-Empung,16453,Confirmed Eruption,Tompaluan,2.0,,,,,,Historical Observations,,1971.0,,10.0,,26.0,5.0,1.358,124.792
1971,5,12,257020,Gaua,15224,Confirmed Eruption,Mt. Garat (upper SE flank),2.0,,,,,,Historical Observations,,1971.0,,5.0,,13.0,,-14.27,167.5
1971,5,19,266030,Soputan,16426,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1971.0,,5.0,,19.0,,1.112,124.73700000000001
1971,6,16,261170,Kerinci,15520,Uncertain Eruption,,1.0,?,,,,15.0,,,1971.0,,6.0,,16.0,15.0,-1.6969999999999998,101.264
1971,3,24,223020,Nyamuragira,14067,Confirmed Eruption,WNW flank (Rugarama),3.0,,,,,,Historical Observations,,1971.0,,5.0,,5.0,4.0,-1.4080000000000001,29.2
1972,9,8,233010,Karthala,14202,Confirmed Eruption,North end of summit crater,1.0,,,,,,Historical Observations,,1972.0,,10.0,,5.0,,-11.75,43.38
1972,9,2,282050,Kuchinoerabujima,16975,Confirmed Eruption,Shindake,2.0,,,,,,Historical Observations,,1972.0,,9.0,,2.0,,30.443,130.217
1972,7,4,333020,Rocard,10304,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1972.0,,7.0,,19.0,,-17.662,-148.586
1972,7,16,352010,Reventador,11443,Confirmed Eruption,,2.0,,,,,15.0,Historical Observations,,1972.0,,9.0,,16.0,15.0,-0.077,-77.656
1972,7,5,360160,Kick 'em Jenny,12462,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1972.0,,7.0,,5.0,,12.3,-61.64
1972,9,16,311320,Akutan,20022,Uncertain Eruption,,2.0,?,,,?,15.0,,,,,,,,,54.13399999999999,-165.986
1972,8,26,358020,Calbuco,12263,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1972.0,,8.0,,26.0,,-41.33,-72.618
1972,9,29,390030,Deception Island,13196,Uncertain Eruption,,,,,,,,,,1972.0,,9.0,,29.0,,-63.001000000000005,-60.652
1972,10,22,241100,Ruapehu,14639,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1973.0,,1.0,,10.0,,-39.28,175.57
1972,10,6,263250,Merapi,15916,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1985.0,,3.0,,16.0,15.0,-7.54,110.446
1972,10,9,251070,Ritter Island,14973,Confirmed Eruption,West of Ritter Island,1.0,,,,,,Historical Observations,,1972.0,,10.0,,9.0,,-5.519,148.115
1972,10,22,264150,Paluweh,16268,Confirmed Eruption,Rokatenda,3.0,,,,,,Historical Observations,,1973.0,,1.0,,16.0,,-8.32,121.708
1972,10,24,255060,Kavachi,15161,Confirmed Eruption,,0.0,,,,,,Historical Observations,,,,,,,,-8.991,157.97899999999998
1972,11,12,342080,Acatenango,10655,Confirmed Eruption,Pico Central-Yepocapa saddle,1.0,,,,,,Historical Observations,,1972.0,,12.0,,16.0,15.0,14.501,-90.876
1972,11,22,241080,Tongariro,14602,Confirmed Eruption,Ngauruhoe,3.0,,,,,,Historical Observations,,1974.0,,8.0,,19.0,,-39.157,175.632
1972,12,16,390020,Erebus,13162,Confirmed Eruption,,2.0,,,,<,15.0,Historical Observations,>,2020.0,,2.0,,18.0,,-77.53,167.17
1972,7,2,358060,Lautaro,12320,Confirmed Eruption,,1.0,,,,,182.0,Historical Observations,,,,,,,,-49.019,-73.50399999999999
1972,10,1,284130,Fukutoku-Oka-no-Ba,17596,Uncertain Eruption,,0.0,,,,,,,,1972.0,,10.0,,1.0,,24.285,141.481
1972,7,2,357070,"Chillan, Nevados de",11990,Uncertain Eruption,Volcán Nuevo,,,,,,182.0,,,,,,,,,-36.868,-71.378
1972,7,2,255020,Bagana,15138,Confirmed Eruption,,2.0,,,,,182.0,Historical Observations,,1995.0,,7.0,>,2.0,182.0,-6.1370000000000005,155.196
1972,7,2,355100,Lascar,11861,Uncertain Eruption,,2.0,?,,,,182.0,,,,,,,,,-23.37,-67.73
1972,7,2,357080,Antuco,19913,Discredited Eruption,,,,,,,182.0,,,,,,,,,-37.406,-71.34899999999999
1972,1,3,390020,Erebus,13161,Confirmed Eruption,,1.0,,,,?,,Historical Observations,,,,,,,,-77.53,167.17
1972,1,8,250030,Central Bismarck Sea,14860,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1972.0,,1.0,,12.0,,-3.03,147.78
1972,1,16,267020,Karangetang,16527,Confirmed Eruption,,3.0,,,,,15.0,Historical Observations,,1976.0,,4.0,,5.0,,2.781,125.40700000000001
1972,1,19,264010,Batur,16200,Confirmed Eruption,Batur III,2.0,,,,,,Historical Observations,,1972.0,,3.0,,16.0,15.0,-8.242,115.375
1972,1,26,263310,Tengger Caldera,16055,Confirmed Eruption,Bromo,2.0,,,,,,Historical Observations,,1972.0,,3.0,,16.0,15.0,-7.942,112.95
1972,3,5,257070,Kuwae,15345,Uncertain Eruption,Karua,0.0,,,,,5.0,,,1972.0,,5.0,,15.0,5.0,-16.829,168.53599999999997
1972,3,16,373010,Grimsvotn,12837,Uncertain Eruption,,0.0,,,,,15.0,,,1972.0,,4.0,,16.0,15.0,64.416,-17.316
1972,3,16,300040,Zheltovsky,18920,Uncertain Eruption,,1.0,?,,,,15.0,,,,,,,,,51.577,157.328
1972,3,19,241080,Tongariro,14601,Confirmed Eruption,Ngauruhoe,2.0,,,,,,Historical Observations,,1972.0,,6.0,,6.0,,-39.157,175.632
1972,2,9,345040,Poas,11173,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1973.0,,9.0,,8.0,,10.2,-84.23299999999999
1972,4,29,290160,Unnamed,18786,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1972.0,,4.0,,30.0,,46.47,151.28
1972,5,15,257060,Epi,13365,Uncertain Eruption,,0.0,,,,,5.0,,,1972.0,,6.0,,25.0,5.0,-16.68,168.37
1972,6,4,353010,Fernandina,11667,Confirmed Eruption,SE caldera bench,0.0,,,,,45.0,Historical Observations,,,,,,,,-0.37,-91.55
1972,6,9,233020,"Fournaise, Piton de la",14363,Confirmed Eruption,"South, ENE, north and SE of Dolomieu",2.0,,,,?,,Historical Observations,,1973.0,,1.0,?,16.0,,-21.244,55.708
1972,6,10,262000,Krakatau,15610,Confirmed Eruption,Anak Krakatau,2.0,,,,,3.0,Historical Observations,,1973.0,,7.0,,1.0,30.0,-6.102,105.42299999999999
1972,6,18,290390,Alaid,18885,Confirmed Eruption,NW foot,3.0,,,,,,Historical Observations,,1972.0,,9.0,,11.0,,50.861000000000004,155.565
1972,6,29,334070,Galapagos Rift,10347,Confirmed Eruption,Galápagos Rift (Clambake vent area),0.0,,,,,1.0,Historical Observations,,,,,,,,0.792,-86.15
1972,4,15,257040,Ambrym,15276,Confirmed Eruption,"Benbow, Marum",3.0,,,,,,Historical Observations,,1972.0,,8.0,,15.0,,-16.25,168.12
1972,7,2,355090,Putana,11842,Uncertain Eruption,,,,,,,182.0,,,,,,,,,-22.557,-67.85300000000001
1973,10,4,252120,Ulawun,15052,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1973.0,,10.0,,19.0,,-5.05,151.33
1973,9,27,284133,Fukujin,18434,Confirmed Eruption,21.93 N 143.46 E,1.0,,,,,,Historical Observations,,1974.0,,3.0,,5.0,,21.93,143.47
1973,9,15,266100,Lokon-Empung,16454,Confirmed Eruption,Tompaluan,1.0,,,,,,Historical Observations,,1974.0,,12.0,,16.0,15.0,1.358,124.792
1973,8,25,311161,Korovin,19757,Confirmed Eruption,,0.0,,,,,2.0,Historical Observations,,,,,,,,52.381,-174.166
1973,7,24,261140,Marapi,15467,Confirmed Eruption,Verbeek Crater,2.0,,,,,,Historical Observations,,1973.0,,7.0,,24.0,,-0.38,100.47399999999999
1973,8,10,290360,Chikurachki,18853,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1973.0,,9.0,,28.0,,50.324,155.461
1973,7,25,290120,Kolokol Group,18774,Confirmed Eruption,Berg (northern part of lava dome),1.0,,,,,,Historical Observations,,1973.0,,7.0,?,26.0,,46.042,150.083
1973,7,16,357070,"Chillan, Nevados de",11991,Confirmed Eruption,Volcán Arrau (SE flank of Volcán Nuevo),2.0,,,,,15.0,Historical Observations,,1986.0,,7.0,,2.0,182.0,-36.868,-71.378
1973,10,9,257020,Gaua,15225,Confirmed Eruption,Mt. Garat (upper SE flank),2.0,,,,,,Historical Observations,,1974.0,,1.0,,21.0,,-14.27,167.5
1973,8,16,263180,Slamet,13404,Confirmed Eruption,,1.0,?,,,,15.0,Historical Observations,,,,,,,,-7.242000000000001,109.208
1973,10,15,241130,Rumble III,14674,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1973.0,,10.0,,17.0,,-35.745,178.47799999999998
1973,12,18,284130,Fukutoku-Oka-no-Ba,17597,Confirmed Eruption,3.8 km NNE of Minami-Iwo-jima,2.0,,,,,,Historical Observations,,1974.0,,2.0,,16.0,,24.285,141.481
1973,10,25,353020,Wolf,11689,Uncertain Eruption,,,,,,,,,,1973.0,,10.0,,29.0,,0.02,-91.35
1973,10,27,264150,Paluweh,16269,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1973.0,,10.0,,28.0,,-8.32,121.708
1973,10,31,241100,Ruapehu,14640,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1974.0,,10.0,,25.0,,-39.28,175.57
1973,11,5,282050,Kuchinoerabujima,16976,Confirmed Eruption,Shindake,2.0,,,,,,Historical Observations,,1973.0,,11.0,,19.0,,30.443,130.217
1973,11,10,332010,Kilauea,10109,Confirmed Eruption,"East rift zone, Pauahi",0.0,,,,,,Historical Observations,,1973.0,,12.0,,9.0,,19.421,-155.287
1973,11,12,312030,Pavlof,20138,Confirmed Eruption,Upper NE flank,2.0,,,,,,Historical Observations,,1973.0,,11.0,,13.0,,55.417,-161.894
